Gene name
Gm10772
Gm21060
Gm10770
Gm10139
Ifi204
Maff
Hsf1
Mndal
Sp4
Sp8
Spdef
Lmx1b
Parp1
Ifi211
Atf2
Thrb
Tfap2c
Sox17
Tbx20
Elf4
Creb3l1
Batf3
Nr5a1
Zbtb14
Gm49496
Gpbp1
Trps1
Tbx19
Nkx2-4
Gsx2
Nkx2-2
Nkx6-2
Ifi205
Yy1
Gm14391
Zxdc
Atf3
Foxr1
Nr6a1
Ar
L3mbtl1
Vrtn
2810021J22Rik
Mycs
Pax1
Zfp266
Nr4a1
Mafg
Zfhx3
Mecom
Nfyb
Pou3f4
Sox1
Foxa2
Runx1
Gm6710
Hey1
Mixl1
Rcor3
Klf15
Zfp280c
Mga
Lhx4
Atf6b
Zfp654
Zfp367
Sox18
Onecut1
Tfam
Cggbp1
Pbx3
Lhx8
Zic3
Pou1f1
Gm14322
Mrtfa
Gm14325
Mafk
Phf5a
Gm14327
Zfp296
Mef2d
Nr4a2
L3mbtl3
Foxr2
Klf8
Gzf1
Sox6
Zfp971
Ybx1
Irx1
Zfp263
Ctcfl
Nrl
Zfp957
Trp53
Elf1
Zfp219
Nr2e3
Nr3c2
Hdx
Mbtps2
Neurog3
Yy2
Msx1
Mybl2
Hsf5
Etv5
Irx2
Prdm5
Ppara
Nr0b1
Zfp174
Tox2
Irf9
Prdm2
Zkscan2
Dlx1
Msc
Pou4f1
Myt1
Zbtb20
Gata2
Srf
Tfcp2l1
Sox13
Rfx5
Gli2
Scand1
Aire
Isl1
Atf7
Grhl3
Gm28047
Mlxipl
Tgif1
Arid3b
Hoxc13
Hoxc11
Hoxc9
Hoxc10
Hoxc8
Hoxc5
Hoxc6
Stat1
Gbx2
Hoxc4
Zfp41
Taf4
Smad3
Zhx2
Foxp3
Hoxd13
Stat4
Hsf4
Zfp821
Hoxd10
Gm9833
Tbx2
Tfb2m
Smad6
Hnf4a
Glis1
Dmrtc1b
Arap1
Dmrtc1c1
Dlx2
Hoxd9
Nfe2
Irf6
Tbx4
Foxn4
Gm28230
Hoxd3
Hoxd4
Hoxd8
Foxo4
Ss18l1
Mitf
Dmrtc1c2
Dmrtb1
Nkx6-1
Dmrtc1a
Snapc5
Zbtb16
Gcm1
Lef1
Zmym5
Tcf20
Znfx1
Sox21
Isl2
Gm9376
Arx
Usf1
Cebpe
Zmym2
Dlx3
Dlx4
E2f4
Kdm5a
Gata5
Dbp
Cdx4
Ascl5
Sox10
Mef2a
Esrrb
Tsc22d1
Nr1h4
Csrnp3
Gabpa
Six3
Nkx2-6
Nkx3-1
Six2
Spz1
Osr2
Msx3
Mafb
Cux2
Mafa
Zfp239
Tcfl5
Myef2
Pura
Sox5
Rfx2
Hnf1b
Relb
Foxd2
Foxe3
Zbtb12
Tfap2e
Clock
Fezf2
Epas1
Ascl1
Foxh1
Cebpz
Pcbp3
Zscan2
Stat6
Tcf7l2
Snai1
Cebpb
Klf17
Hinfp
Ahctf1
Lmo2
Rfx1
Zhx3
Mecp2
Zmym4
Sall1
Vdr
Foxn3
Lrrfip1
Atf4
Cbfa2t2
Etv4
Vezf1
Egr3
Nhlh1
Zmym3
L3mbtl4
Pitx2
Tef
Sin3a
E2f1
Tbx18
Zhx1
Bhlha15
Tfeb
Zfp341
Aknad1
Zfp949
Foxp4
Ddn
Kmt2d
Rel
Rora
Ctcf
Foxb1
Ubp1
Zmym6
Eomes
Esx1
Nfatc4
Dach1
Klf5
Klf12
Srebf2
Tcf12
Csrnp1
Ctnnb1
Zfp280d
Rfx7
Zgpat
Tsc22d3
Gm21994
Satb1
Cnbp
Isx
Zfp853
Zfp750
E4f1
Rcor2
Barx1
Tbx22
Hsfy2
Zscan29
Scrt1
Elf5
Fosl2
Ifi206
Pou2f3
Zbtb17
Arntl2
Zfp626
Nfkb1
Gm45871
Ifi213
Zbtb34
Satb2
Ifi209
Ifi208
Hsf3
Zfp148
Sp7
Hmbox1
Sp1
Trp63
Ascl2
Ifi207
Rxrb
Alx3
Arntl
Ebf2
Sox7
Pparg
