Gene name
Scn4a
Chrnb4
Grin1
Trpc7
Kcnk10
Cacnb3
Cachd1
Lrrc26
Tmem63a
Kcnq5
Tmem63b
Asic1
Kcnq1
Trpv1
Tmem38a
Anxa6
Kcnc2
Grik3
Gria2
Trpv3
Scn3a
Pkd2
Slc24a5
Scn2a
Gabrd
Gjd3
Snap25
Catsper3
Scn5a
Cacng1
Cacng4
Cacng5
Kcnh6
Kcnb1
Ttyh3
Kcnk12
Trpm2
Scn10a
Trpm7
Cacnb1
Kcnh8
Ano10
Glra1
Cacna1h
Kcng1
Nmur2
Kcnj9
Kcnj10
Gria1
Jph2
Kcne2
Scn1a
Piezo2
Kcne1
Clic6
Kcnk15
Scn11a
Kcnj16
Kcns1
Kcnj2
Kcnmb4
Kcnk2
Kcnip3
Cacna1g
Ttyh2
Trpm8
Tmc8
Chrnb1
Grin2c
Pacc1
Chrna4
Chrna3
Kcng3
Chrna5
Lrrc8a
Gabre
Ryr2
Gm28035
Slc24a4
Ryr1
Kcnj6
Cacng3
Scn8a
P2rx1
Kcnj3
Kcnj15
Kcnh5
Kcnv2
Kcne4
Stim2
Stim1
Slc26a8
Tmc1
Gabra3
Kcnh3
Ano9
Ptk2b
Kcnk3
Ano2
Clcn7
Mcoln3
Otop2
Kcna1
Kcna5
Otop3
Cnga1
Scn4b
Hcn2
Tspoap1
Trpm5
Gpr89
Kcna4
Asic2
Orai2
Kcna6
Mcoln2
P2rx5
P2rx6
Tmem37
Tmem63c
Chrm5
Ryr3
Kcnj4
Kcnt2
Kcnn2
Kcnq2
Cnga2
Scn2b
Anxa2
Kcnn1
P2rx4
Kcnj12
Scn9a
Calhm2
Kcnu1
Hcn4
Kcng4
Cacng2
Lrrc8b
Cacng7
Gabrg2
Cacng8
Kcnh2
Clic3
Cacng6
Calhm1
Calhm3
Pkd2l2
Kcnip4
Lrrc8c
Lrrc8d
Scn7a
Chrna7
Marcksl1
Gabra1
Best2
Cacna1i
Mcu
Gabra6
Gria4
Slc26a7
Slc17a3
Gabrb2
Psen1
Trpc1
Asic3
Ano1
Glra4
Grin3b
Trpc4
Cdk5
Pex5l
Kcnt1
Clcc1
Kcnn3
Tmem266
Kcnq3
Catsper1
Ttyh1
Clcn5
Gpm6a
Gabrp
Cacnb2
Kcnmb1
Kcnip1
Jph3
Kcns3
Slc17a7
Chrnb2
Mcoln1
Trpm1
Glra3
Cacna1f
Lrrc38
Kcnk5
Cacna1c
Tpcn1
Lrrc8e
Kcnk16
Itpr3
Tpcn2
Grin2a
Cacna2d2
Grid1
Scn1b
Gabrg3
Gabrb3
Gabra5
Ano8
Vdac2
Slc24a2
P2rx7
Otop1
Tomm40
Kcnab1
Trpa1
Kcnb2
Bsnd
Kcnq4
Tmc7
Grik2
Trpc6
Cacna2d1
Pkd1l3
Vdac3
Clcnka
Ano7
Grin3a
Oprm1
Kcnv1
Kcnk9
Clcnkb
Tmc5
Gria3
Anxa9
Cacna1a
Trpm4
Chrna1
Jph4
Ncs1
Grid2
Orai3
Trpv4
Hvcn1
Rasa3
Gabrr2
Orai1
Gabrr1
Tmem175
Grin2b
Cldn4
Kcnk13
Hcn1
Fxyd4
Xntrpc
Glra2
Xndc1
Htr3a
Trpc2
Cacna1b
Kcnma1
Kcnk4
Cnr1
Htr3b
Kcnmb2
Tmem28
Cnga3
Trpc3
Cngb3
Chrna10
Kcns2
Kcnj5
Kcnj1
Grik4
Asic4
Chrne
Clic1
Fam155a
Clcn2
Kcnmb3
Cacna2d4
Best3
Kcng2
Trpv2
Htr1b
Cacna1e
Kcnd1
Grik1
Kcnk7
Cacna1s
Kcna3
Jph1
P2rx3
Kcnab2
Cldn17
Pkd1l1
Kcna2
Kcna7
Kcna10
Kcnk6
Gabrq
Glrb
Nalcn
P2rx2
Kcnn4
Trpv6
Clcn3
Cacna2d3
Cacnb4
Ccdc51
Tmem38b
Kcnh1
Kcnc4
Chrna9
Slc24a1
Calhm5
Itpr1
Calhm4
Kcnj8
Grik5
Calhm6
Scn3b
Trpv5
Asic5
Abcc8
Clca3a1
Kcnj14
Grin2d
Clca3a2
Catsper4
Clcn6
Panx1
Abcc9
Chrnd
Clca3b
Ano6
Kcnf1
Best1
Clca4b
Clca4a
Clca1
Chrnb3
Clic5
Chrng
Grm7
Lrrc55
Cftr
Chrna6
Gabrg1
Clca2
Cnga4
Clic4
Aqp1
Catsper2
Kcnh4
Slc24a3
Slc4a11
Kcne3
Gabra2
Pkd1
Tmco1
Kcnk18
Kcnd3
Vdac1
Trpm3
Chrna2
Lrrc52
Gabra4
Cacna1d
Trpm6
Gabrb1
Cngb1
Scnn1g
Gjc1
Kcnc3
Hcn3
Scnn1b
Slc26a9
Kcnh7
Kcnip2
Trpc5
Kcnc1
Tmc2
Ano5
Clcn1
Gabrr3
Scnn1a
Erc1
Sec61a1
Kcnk1
Itpr2
Kcnj11
Kcne1l
Pkd2l1
Itgav
Kcnj13
Slc1a4
Kcnab3
Kcnd2
Clcn4
