Gene name
Galr3
Npb
Gpr1
Npy
Pgr15l
Tyro3
Npy6r
Gpr83
Pnoc
Gpr143
Oprl1
Glra4
Mc2r
Cysltr2
Npff
Hcrtr2
Glrb
Crcp
Sort1
Mchr1
Oprk1
Ntsr1
Npbwr1
Cort
Galr2
Npy4r
Nmu
Npy2r
Nmb
Tac2
Agrp
Ltb4r2
Ltb4r1
Grpr
Sstr3
Glra2
Npsr1
Qrfprl
Adcyap1
Rxfp4
Ptgdr2
Calca
Rapgef2
Qrfpr
Cysltr1
Ecrg4
Glp1r
Nts
Ntsr2
Tenm1
Pdyn
Npffr2
Oprd1
Scg5
Galr1
Glra1
Nmur2
Grp
Qrfp
Gpr139
Ucn
Prlhr
Gipr
Gpr37
Hcrt
Prokr2
Uts2r
Glra3
Nmbr
Sstr5
Sstr2
Prokr1
Hcrtr1
Sstr1
Tac1
Rxfp3
Gpr149
Npffr1
Crhr1
Mrgpra4
Sorl1
Pcsk1n
Kiss1r
Cartpt
Pmch
Pth2
Galp
Nmur1
Npy5r
Npy1r
Prok2
Gal
Nppb
Nppa
Oprm1
Pomc
Ppy
Nms
Nps
Pyy
Penk
Npvf
Ucn3
Ecel1
