Gene name
Mir21a
Mir9-2
Mir675
Mir9-1
Ccl19
Mir155
Mir126a
Mir9-3
Mir138-1
Col1a1
Slc39a8
Dmtn
Mmp14
Dmd
Dpt
Xcl1
Bcl2l11
Ccm2l
Mmp24
Sdc3
Dsp
Prex1
Fblim1
Cbfb
Hmcn1
Vcam1
Epha3
Ppp3ca
Myh10
Il7r
Acvrl1
Eda
Itgb8
Atxn3
Lck
Carmil1
Coro1c
Tyro3
Nid2
Svep1
Vwa2
Ceacam1
Itga11
Fam107a
Emcn
Ptk2
Col6a6
Nectin1
Parvg
Rasgrp1
Ptpn2
Bmp7
Pld2
Cd81
Col6a4
Col13a1
Lsamp
Col15a1
Sh2b3
Cd93
Csf1
Dusp10
Efnb3
Pml
Cntnap4
Spaca7
Slit2
Onecut1
Unc13d
Ptprs
Itga1
Itgb3
Jag2
Aoc3
Tm9sf4
Pcdh19
Cldn19
Egflam
Ppp1cb
Spta1
Thy1
Dlg2
Thbs1
Itgb2l
Myot
Cldn1
Psen1
Bmp10
Izumo1r
Cldn16
Rpl29
Hpse
Srpx2
Tnxb
Map2k5
Fn1
Rgcc
Pdgfra
Rac1
Efr3a
Ajuba
Mad1l1
Prkcd
Fbln1
Cask
Cdh22
L1cam
Col8a2
Gnrh1
Adam8
Hlx
Atp1b2
Nexn
Pcdh8
Lama2
Wnt7b
Olfm4
Ndnf
Bcas3
Dock5
Clstn3
Ppara
Gpam
Amigo3
Cdh24
Cadm2
Il1rap
Pcdh17
Slitrk2
Cd276
Has2
Rdx
Ncam2
Pag1
Wnk1
Lrfn3
Cadm1
Fndc3a
Dlg3
Srf
Mcam
Ptk7
Chrd
Tpm1
Sox13
Cntn1
Nptn
Ccl5
Fut1
Cdhr4
Itgb5
Cdh26
Cyth3
Nfkbid
Nrp1
Bmp5
Afdn
Itgb1
Clca2
Dag1
Kif26b
Twsg1
Izumo1
Pdpn
Pkp1
Rhoa
Gnas
Cdh4
Il4ra
Smad3
Jam2
Cdhr2
Acer2
Foxp3
Mapk14
Epha5
Col6a2
Amigo1
Col5a3
Smad6
Alox5
Vit
Itga3
Tinag
Irak1
Lamb2
Negr1
Hoxd3
Ninj2
Cldn7
Adam2
Itga5
Il2rg
Fut2
Colec10
Fes
Kit
Ccn3
Slitrk1
Robo1
Epb41l5
Nectin4
Fzd4
Plekha7
Zbtb16
Gpc6
Tigit
Prph2
Map2k1
Lef1
Ackr3
Ada
Lamb3
Arvcf
Atm
Pip5k1a
Gm29776
Rap1gap
Emilin2
Elmo2
Cytip
Lama5
Pcdh11x
Il2
Nckap1l
Col6a1
Amigo2
Gata5
Cldn10
Col12a1
Stab2
Skint1
Cxcl12
Ccn1
Stk4
F11r
Kdr
Mxra8
Pkd1
Megf11
Bcl10
Lgals1
Adgrl1
Cxcr4
Il21
Il6st
Itga6
Ptprm
Emb
Skint2
Lrp1
Prkca
Jam3
Cd244a
Emp2
Glycam1
Ly9
Cx3cl1
Igsf9b
Prkce
Spaca4
Blm
Thbs4
Celsr3
Peak1
Col7a1
Slc4a1
Nlgn3
Iqgap1
Hrg
Ssx2ip
Tnfaip8l2
Cyld
Slamf1
Npy2r
Kirrel2
Lama1
Socs5
Prkx
App
Nexmif
Celsr2
Cebpb
Acvr1
Plxnb1
Cyth2
Enpp2
Cd99l2
Ap1ar
Prlr
Cyp1b1
Il12a
Col18a1
Triobp
Tnfsf11
Epcam
Igf1
Egr3
Fgg
Cspg5
Ptk2b
Efs
Fga
Ptpn23
Fgb
Nt5e
Celsr1
Cd3e
Dchs2
Pde5a
Zfp609
Gldn
Flna
Fat4
Lamb1
Mpzl3
Mpzl2
Tnfsf9
Tnfsf14
Pkp4
Stxbp3
Jaml
Ripor2
Rnd1
Tln2
Wnt1
Nectin2
Nrarp
Plxna2
Ptprk
C2cd4b
C2cd4a
Bcam
Cd34
Rs1
Cd46
Itgbl1
Parvb
Susd5
Vav1
Tgfbr2
Cxcr3
Pkn2
Adam10
Cntnap5c
Bmx
Pcdh20
Plxnb2
Pcdh9
Rac2
Efna5
Gpm6b
Itga9
Src
Dscaml1
Cldn2
Egfl6
Cx3cr1
Rpsa
Ctnnb1
Amelx
Arhgap6
Prtg
Tnfrsf13c
Lmo7
Coro2b
Mir138-2
Ccl21a
Glmn
Sash3
C1qbp
Il12rb1
Pde3b
Msn
Crk
Mpl
Micall2
P4hb
Stxbp1
Itpkb
Vsig4
S1pr1
Hapln2
Epha1
Fut4
Fam49b
Il7
Zyx
Vegfa
Tgm2
Egfl7
Atp1b1
Hyal1
Hyal3
Plg
Rps3
Plxnb3
Cldn4
Cldn3
Antxr1
Ptprt
Ppm1f
Bsg
Igsf11
Cela2a
Atp2c1
Spink5
H2-M3
Tspan32
Plxnc1
Fgfrl1
Apoa4
Cass4
Tesk2
Efnb1
Nf1
Klra3
Tbcd
Dst
Bcan
Apoa1
Plekha2
Klra6
Cbln1
Bcar1
Klra4
Fzd7
Klra7
Cdc42
Fer
Cfdp1
Megf9
Prkg1
Igf2
Klra8
Cd40lg
Csf3r
Srcin1
Fap
Gata1
Gsn
Myo10
Nfat5
Magi1
Sell
Fbln5
Spon1
Cd80
Itgb4
Lpp
Madcam1
Siglech
Klra5
Selp
Nck2
Gp1ba
Igfbp7
Plxna3
Myh9
Faf1
Wnt4
Akt1
Flrt2
Pcdh10
Anxa1
Tnf
Ccn6
Hspd1
Sorbs3
Sftpd
Dpp4
Muc4
Ston1
Ptprf
Cd5
Dhps
Wdpcp
Tecta
Cercam
Ephb1
Bcl6
Irf1
Epb41l4b
Mmp2
Epha2
Tnr
Parva
Rreb1
Onecut2
Mypn
Cd226
Fermt3
Rara
Lmln
Cdh18
Ppp1r12a
Itgb6
Epha8
Phldb2
Ap3d1
Slfn1
Itgb7
Acan
Ccdc141
Hapln3
Cel
Cd6
Grid2
Pawr
Cadm3
Itga2
Plxnd1
Gpnmb
Clasp1
Megf10
Adrb2
Pard3
Adam9
Id1
Itgav
Pik3r2
Ptger4
Tjp1
Sele
Nrxn1
Mfge8
Mog
Jak2
Prkcz
Hsd17b12
Cd2
Clec4g
Mip
Hsph1
Aggf1
Nlgn2
Lims2
Serpini2
Kifc3
Erbb2
Hsp90aa1
Zp3
Col14a1
Ift74
Stab1
Rc3h2
Sirpa
Cldn22
Ctla4
Bves
Itgb1bp1
Fadd
Cd209e
Actg1
Sparcl1
Cd200r1
Shb
Ptprz1
Sema6a
Sspo
Agr2
Tenm1
Chl1
Trpv4
Dmp1
Esam
Ibsp
Cyfip2
Fat3
Fstl3
Add2
Cd36
Cd63
Runx3
Cblb
Fat2
Sema4d
Ptprc
Spp1
Taok2
Ccn2
Tmem8b
Icos
Arg2
Tgfb1i1
Cntn6
Crtam
Dennd6a
Itga7
Kank1
Ezr
Lpxn
Cldn12
Smad7
Limch1
Flcn
Nphs1
Sfrp1
Ifng
Lgals8
Frmd5
Pard3b
Vamp3
Ntn4
Fyb2
Ythdf2
Xbp1
Pik3r1
Tiam1
Ninj1
Ubash3b
Crnn
Mdga2
Rsu1
Actn2
Abl1
Lama3
Tfrc
Tnn
Nrcam
Il23a
Sirpb1a
Lrrc4b
Bag4
Plpp3
Alcam
Gata3
Loxl3
Tnfaip6
Cdh3
Col26a1
Serpini1
Prdx2
Sned1
Kirrel
Lypd5
Bcl2
H2-Ab1
Cdh1
Rtn4
Tjp2
Pcdh18
Pten
Efna1
Cd4
Dusp1
Zmiz1
Tnfrsf14
Tek
Lyve1
Sirpb1b
Siglecf
Men1
Shh
Cd96
Cdh6
Adam15
Fermt1
Ccr7
Cd164
Lag3
Ppp1ca
Cyth1
Hes5
Rcc2
Rbpj
Fat1
Golph3
Efnb2
Il15
Slc7a11
Sirpb1c
Hoxa7
Adam17
Tsta3
Cldn23
Dchs1
Adgrl3
Syk
Nlgn1
Gcnt2
Klf4
Prnp
H2-Aa
Ttyh1
Serpinb8
Bmp2
Prkd2
Tcam1
Coro1a
Cldn15
Stx4a
S100a10
Nectin3
Mkln1
Cdh7
Havcr2
Ptafr
Cdsn
Swap70
Dapk3
Pgm5
Magi2
Btn1a1
Lgals9
Hes1
Gm9573
Il4
Nrxn2
Ido1
Cdh19
Btnl2
Tacstd2
Lamc1
Rasa1
Col4a3
Gcnt1
Cdh9
Lgals3bp
Plaur
Sart1
Fut9
Cadm4
Dock8
Tnfsf13b
Col3a1
Pla2g2f
Mybpc2
Ccdc80
Pla2g2d
Sdk2
Nfkbiz
Angpt1
Cxadr
Cxcl13
Ccn4
Atp4b
Cfl1
C1qtnf1
Itga10
Pkp2
Col8a1
Cdon
Rapgef1
BC024139
Crb1
Btn2a2
Gas6
Plcb1
Frem1
Dlc1
Rab1a
Col5a1
Podxl2
Lamc3
Troap
Adam23
Umod
Cdh17
Nedd9
Cav1
P2ry12
Lif
Pla2g2e
Rc3h1
