Gene name
Cntnap5a
Gtpbp4
Lgals7
Crb2
Cd200
Actn4
Adamts9
Podxl
Ajap1
Lypd3
Pear1
Cntn5
Zbtb1
Synj2bp
Gm20498
Dlg5
Ecm2
Slk
Omd
Cdhr5
Ccr2
Ccr5
Tgfb2
Epha4
Adtrp
Fmn1
Il6
Il1f8
Eng
Peli1
Spock2
Cdhr3
Zbtb7b
Nid1
Cdhr1
Hfe
Mdk
Sulf1
Dnajb6
Palld
Spam1
Epha7
Mbp
Pcdh7
Foxc2
Rell2
Ets1
Pdpk1
Bad
Cdh15
Ccdc88b
Serpine1
Scarf1
Spn
Icam2
Rom1
Scrib
Flot2
Npnt
Cd177
Tbx21
Ephb6
Lrrc4
Ache
Lama4
Cdh10
Spint2
Tesc
Plxna4
Cntn2
Grem1
Sox9
Bloc1s4
Cd274
Pcsk5
Lep
Dab1
Ctnna1
Shc1
Comp
Otoa
Sox4
Akna
Pdcd1lg2
Col16a1
Edil3
Pip5k1c
Lrfn5
Tnc
Fgl2
Ank3
Il1rl2
Zfp608
Foxf1
Ceacam5
B4galnt2
Cfh
Cd300a
Hapln1
Cdh16
Ncam1
Gp1bb
Ctnnd2
Cd160
Grhl2
Cib1
Spg7
Il1rn
Socs1
Marchf7
Sdc4
Vav3
Cntnap5b
Egfr
Rela
Ddr1
Elane
Piezo1
Plet1
Zfp703
Dnm2
Socs6
Scgb1a1
Pecam1
Sox12
Lrrc32
Zdhhc2
Itch
Prkcq
Il18
Clstn2
Astn1
Rap2b
Gsk3b
Myf5
Zap70
Mdga1
Cntnap1
Vps33b
Ntng1
Ntn1
Alox12
Ctnnal1
Nfasc
Jcad
Vcan
Pik3cb
Nodal
Kirrel3
Tespa1
Pcdh1
Trip6
Rhod
Astl
Tfe3
Nkap
Rhoh
Tgfbi
Gp9
Ptprd
Abat
Arg1
Igsf9
Ccl25
Itgal
Cited2
Vnn1
Cldn5
Gstp1
Plek
Fut7
Col28a1
Mag
Plxna1
Alox15
Cd86
Pcdh12
Flot1
Braf
Trpm7
Cldn18
Olr1
Cdh12
Ager
Il20rb
Nck1
Cd44
Rras
Vezt
Jag1
Crkl
Aif1
Notch1
Itgb2
Zc3h12a
Rin2
Mink1
Kifap3
Pik3r6
Tmem102
Reln
Dnaja3
Tsc1
Cdk6
Cd27
Whamm
Myadm
Siglecg
Tnip1
Dact2
Maea
Stat5b
Lrrc4c
Itga4
Ephb3
Cd83
Adamts12
Ptprj
Ephb4
Cldn14
Pycard
Ptpn6
Apod
Angptl3
Bmp6
Ntm
Cdk5r1
Cd59b
Adamts18
Azgp1
Ilk
Lrfn4
Icosl
Dlg4
Mslnl
Cd47
Ric8a
Kitl
Tnfsf4
Ptpru
Dusp3
Tnfsf18
Dtx1
Robo2
Pcdh15
Crisp2
Cd24a
Aqp4
Smoc2
Nuak1
Ripk2
Gm281
Nr4a3
Tarm1
Flrt3
Farp2
Thbs2
Vmp1
Card11
Tmem131l
Msln
Cdh20
Lyn
Ifnb1
Wnt3a
Pvr
Myo1g
Nf2
Inppl1
Emilin1
Epo
Ptpn22
B4galt1
Ldb1
Skap1
Malt1
Adam12
Ap3b1
Mertk
Utrn
Camsap3
Foxj1
Lax1
Stat5a
Mapk7
Zfp36l1
Cbll1
Mfap4
Rhob
Igfbp2
Apbb1ip
Gm49368
Itgam
Cdh2
Amtn
Ambn
Unc5d
Cntn4
Erbb3
Dscam
Il10
Vsir
Itga2b
Mia
Ccl2
Cdh23
Atp5b
Cdh8
Dusp26
Cd9
Gli3
Serpine2
Bcr
Pxn
Disc1
Ret
Ctnna2
Spock1
Dysf
Nat8f6
Nat8f5
Ntng2
Nat8
Nat8f2
4931406B18Rik
Dsc3
Ctnnd1
Tln1
Sdk1
Nat8f1
Tnfrsf12a
Plau
Tgfb1
Cd2ap
Cdkn2a
Rag1
Nlrp3
Specc1l
Ndfip1
Kif14
Vwf
Dusp22
Anxa9
Mmp12
H2-T23
Vcl
Actn1
Sema3e
Tnfrsf21
Dll1
Cldn11
Dsc2
Cd33
Strc
Cldn6
Itgax
Stx3
Cldn9
Adora2a
Itgad
Ptn
Fbln7
Zc3h8
Casp3
Traf6
Fermt2
Bst1
Wnt5a
Myb
Cntnap2
Rac3
Fbln2
Jup
Siglece
Dock1
Pcdhgb7
Gm42416
Pcdha8
Pcdha5
Pcdhgc3
Dsc1
Pcdhga5
Gm37388
Pcdha12
Pcdha1
Pcdhga11
Arl2
Bmi1
Hepacam
Itgae
Pcdhb20
Pcdhb3
Pcdhgc5
Zfp35
Scarf2
Pcdhb9
Pcdhb6
Pcdhga6
Pcdha7
Pcdha4
Pcdhac2
Dsg1c
Pcdhb2
Mybph
Pcdhb5
Pcdhb10
Myoc
Pcdhb4
Pcdha2
Pcdha9
Frem2
Pcdhgb4
Pcdhb21
Pcdha11
Axl
Angpt2
Pcdhb16
Pcdhb22
Pcdhga12
Pcdhb15
Pcdhgb6
Ccl28
Gm37013
Pcdhb19
Pcdhb12
Pcdhga3
Pcdhga7
Pcdhga4
Pcdhb1
Pcdhga9
Vtcn1
Igsf21
Cd74
Pcdha3
Pcdhb8
Pcdhb18
Pcdhga1
Pcdhga8
Adgrg1
Pcdhb13
Pcdha6
Pcdhga10
Pcdhgb1
Pcdhga2
Pcdhac1
Pcdhgb5
Pcdhb7
Pcdhb14
Pcdhb17
Pcdhgb2
Pcdhb11
Pcdhgc4
Vinac1
Epdr1
Ihh
Gm28635
Rasal3
Calr
Radil
Capn1
Tnfrsf18
Icam1
Dsg1a
Dsg1b
Snai2
Icam4
Icam5
Perp
Vwc2
Dsg4
Fbn1
Dlg1
Gpc4
Pkp3
Ppard
Dsg3
Stk10
Thbs3
Adam19
Dbn1
Adipoq
St6gal1
Cttn
S100a8
S100a9
Nrxn3
Vtn
Rock1
Adk
Hapln4
Lrp6
Ncan
Cdk5
Ptpn11
Prkar1a
Selenok
Srgap2
Adgrv1
Cdh13
Slitrk3
Cdh11
Cntn3
Col19a1
Cldn17
Cldn8
Cdh5
Abi3bp
Il1b
Arpc2
Dsg2
Rgmb
Mad2l2
Tnfaip3
Gm28710
Akip1
Cd28
Postn
Ctnna3
Meltf
Bmp4
Spon2
Ass1
Il2ra
Itga8
Il12b
Mpdz
Clstn1
Macf1
Sox2
Tor1a
Tenm4
CR936839.1
