Gene name
Grin1
Grik3
Gria2
Gria1
Grin2c
Ptk2b
Grm2
Gria4
Grin3b
Grin2a
Grid1
Grm3
Grik2
Grm5
Grin3a
Gria3
Grid2
Grm4
Grin2b
Grik4
Grm6
Grm1
Grik1
Grm8
Grik5
Grin2d
Grm7
